"";"Id";"LastInvoiceDate";"EnergyCutOffDate";"AgreementCutOffDate";"EnergyInvoicesDue";"AgreementInvoicesDue";"PSVAInvoicesDue";"TotalDebt";"TotalOverdueDebt";"TotalInvoicesDue";"CustomerRating";"PaymentProbability";"FirstProbabilityAction";"SecondProbabilityAction"
"22769";"0035B00000BAz7IQAT";"2017-10-25";"2017-12-09";"2017-11-25";1;0;0;88762;45279;1;1;0,900501281634743;"No Hacer Nada";"No Hacer Nada"
"2181";"0035B00000BGAhmQAH";"";"2017-11-30";"";1;0;0;83646;83646;1;1;0,900391866426843;"No Hacer Nada";"No Hacer Nada"
"15633";"0035B00000CIc5lQAD";"";"";"";1;0;1;46213;46213;1;1;0,900391244234316;"No Hacer Nada";"No Hacer Nada"
"14741";"0035B00000CQ9ZPQA1";"2008-03-05";"";"";1;0;0;15231;15231;1;1;0,900380275236936;"No Hacer Nada";"No Hacer Nada"
"18655";"0035B00000CTvUEQA1";"";"";"";1;0;0;13370;13370;1;1;0,900281697440845;"No Hacer Nada";"No Hacer Nada"
"15843";"0035B00000CYOC8QAP";"";"";"";1;0;0;6061;6061;1;1;0,900053958731467;"No Hacer Nada";"No Hacer Nada"
"21876";"0035B000007kYSkQAM";"2014-09-01";"";"";1;0;0;20460;20460;1;1;0,89988909817997;"No Hacer Nada";"No Hacer Nada"
"22288";"0035B00000CYMMoQAP";"";"";"";1;0;0;22179;22179;1;1;0,899885937030525;"No Hacer Nada";"No Hacer Nada"
"9374";"0035B00000CT7RtQAL";"";"";"";1;0;0;11835;11835;1;1;0,899876068636185;"No Hacer Nada";"No Hacer Nada"
"20377";"0035B000004dgo0QAA";"";"";"";1;0;0;37588;37588;1;1;0,899770594658728;"No Hacer Nada";"No Hacer Nada"
"9987";"0035B00000CYQXUQA5";"";"";"";1;0;0;37780;37780;1;1;0,899762399657934;"No Hacer Nada";"No Hacer Nada"
"5396";"0035B00000CYL5RQAX";"2012-09-07";"";"";1;0;0;30625;30625;1;1;0,8995973717298;"No Hacer Nada";"No Hacer Nada"
"24839";"0035B00000CTtEnQAL";"";"";"";1;0;0;22817;22817;1;1;0,899465699386667;"No Hacer Nada";"No Hacer Nada"
"25109";"0035B00000BAxmtQAD";"2017-10-17";"2017-11-30";"2017-11-16";1;0;0;219788;107818;1;1;0,899408908395225;"No Hacer Nada";"No Hacer Nada"
"868";"0035B00000CIRs1QAH";"";"2017-12-12";"";1;0;0;304628;304628;1;1;0,899333782983728;"No Hacer Nada";"No Hacer Nada"
"21697";"0035B00000CYRZwQAP";"";"";"";1;0;0;20670;20670;1;1;0,899328859733741;"No Hacer Nada";"No Hacer Nada"
"10994";"0035B00000CYO2uQAH";"";"";"";1;0;0;12740;12740;1;1;0,899309605880243;"No Hacer Nada";"No Hacer Nada"
"409";"0035B00000CQRlIQAX";"2007-07-25";"";"";1;0;0;23219;23219;1;1;0,899263633496672;"No Hacer Nada";"No Hacer Nada"
"15023";"0035B00000CKyZ6QAL";"2009-07-28";"2017-12-14";"";1;0;0;1830703;1830703;1;1;0,899252856451214;"Email";"SMS"
"7221";"0035B00000CYPhRQAX";"";"";"";1;0;0;44276;44276;1;1;0,899047248127501;"No Hacer Nada";"No Hacer Nada"
"20089";"0035B00000CTrGYQA1";"2014-08-04";"";"";1;0;0;31478;31478;1;1;0,898856626261232;"No Hacer Nada";"No Hacer Nada"
"23148";"0035B000004dhCXQAY";"";"2017-12-19";"";1;0;0;833400;833400;1;1;0,898829828240641;"Email";"SMS"
"10062";"0035B00000CYNjLQAX";"";"";"";1;0;0;17508;17508;1;1;0,898819457938544;"No Hacer Nada";"No Hacer Nada"
"10215";"0035B00000CU0xPQAT";"";"";"";1;0;0;11474;11474;1;1;0,898776539079503;"No Hacer Nada";"No Hacer Nada"
"19214";"0035B00000CU2HOQA1";"";"";"";1;0;0;234215;234215;1;1;0,898759682125651;"Email";"No Hacer Nada"
"2831";"0035B00000CLHMbQAP";"";"";"";1;0;0;7721;7721;1;1;0,898745254582405;"No Hacer Nada";"No Hacer Nada"
"3818";"0035B00000BAvckQAD";"2017-10-26";"2017-11-11";"2017-11-27";2;0;0;312400;231111;2;1;0,898721673510173;"No Hacer Nada";"No Hacer Nada"
"12417";"0035B000007kWIRQA2";"";"";"";1;0;0;40550;40550;1;1;0,898649094882471;"No Hacer Nada";"No Hacer Nada"
"12866";"0035B000007kZMZQA2";"";"";"";1;0;0;27683;27683;1;1;0,898648839535987;"No Hacer Nada";"No Hacer Nada"
"2266";"0035B00000BG39HQAT";"";"2017-11-30";"";1;0;0;267411;267411;1;1;0,89858686309228;"SMS";"No Hacer Nada"
"9540";"0035B00000CTjbaQAD";"";"2017-12-17";"";1;0;0;31038;31038;1;1;0,898530775484817;"No Hacer Nada";"No Hacer Nada"
"2830";"0035B00000CLL9KQAX";"";"";"";1;0;0;10560;10560;1;1;0,8985301700439;"No Hacer Nada";"No Hacer Nada"
"16875";"0035B00000CQNDkQAP";"";"2017-12-15";"";1;0;0;22819;22819;1;1;0,898481701995635;"No Hacer Nada";"No Hacer Nada"
"5976";"0035B00000BBHHZQA5";"2015-01-12";"2017-11-30";"";1;0;0;240684;240684;1;1;0,898451594366043;"Email";"SMS"
"12116";"0035B00000BFzPAQA1";"2015-09-21";"2017-11-30";"";1;0;0;342296;342296;1;1;0,898437981646338;"SMS";"No Hacer Nada"
"12023";"0035B00000CU1FBQA1";"";"";"";1;0;0;368762;368762;1;1;0,898430681230803;"Email";"SMS"
"1561";"0035B00000BAy9IQAT";"";"2017-11-30";"";1;0;0;29220;29220;1;1;0,898325042452921;"No Hacer Nada";"No Hacer Nada"
"16201";"0035B00000BAyGaQAL";"";"2017-11-30";"";1;0;0;21384;21384;1;1;0,898284174453981;"No Hacer Nada";"No Hacer Nada"
"25849";"0035B00000CIflnQAD";"2007-09-29";"";"";1;0;0;21539;21539;1;1;0,898269619682165;"No Hacer Nada";"No Hacer Nada"
"15583";"0035B00000BGBTkQAP";"";"2017-11-30";"";1;0;0;142851;142851;1;1;0,897915551192068;"No Hacer Nada";"No Hacer Nada"
"975";"0035B00000CYMJvQAP";"";"";"";1;0;0;20285;20285;1;1;0,897652580395047;"No Hacer Nada";"No Hacer Nada"
"9590";"0035B00000BAyzhQAD";"2017-10-25";"2017-12-09";"2017-11-25";1;0;0;131670;48846;1;1;0,897628584541238;"No Hacer Nada";"No Hacer Nada"
"16964";"0035B00000CTp9VQAT";"2017-10-11";"";"2017-11-06";1;1;0;116241;38564;1;1;0,897625660981234;"SMS";"No Hacer Nada"
"909";"0035B00000CQLTZQA5";"";"";"";1;0;0;13894;13894;1;1;0,897562350497513;"No Hacer Nada";"No Hacer Nada"
"23833";"0035B00000AUlnrQAD";"2017-10-18";"2017-12-02";"2017-11-18";1;0;0;110920;85916;1;1;0,897545958243352;"No Hacer Nada";"No Hacer Nada"
"17254";"0035B00000CLFwyQAH";"";"";"";1;0;0;11807;11807;1;1;0,897519770051724;"No Hacer Nada";"No Hacer Nada"
"22327";"0035B00000CQOWfQAP";"";"";"";1;0;0;14199;14199;1;1;0,897378188224618;"No Hacer Nada";"No Hacer Nada"
"12329";"0035B00000BGWcZQAX";"";"2017-11-30";"";1;0;0;1975529;1975529;1;1;0,897295270747065;"Email";"No Hacer Nada"
"4087";"0035B00000CQQLZQA5";"";"2017-11-16";"";2;0;0;75571;75571;2;1;0,897254844473609;"No Hacer Nada";"No Hacer Nada"
"24655";"0035B00000CL17iQAD";"";"";"";1;0;0;997559;997559;1;1;0,897131135804701;"Email";"SMS"
"11331";"0035B00000CU7HCQA1";"2015-02-12";"2017-12-19";"";1;0;0;53550;53550;1;1;0,897093467637095;"No Hacer Nada";"No Hacer Nada"
"11072";"0035B000007kWboQAE";"";"2017-12-21";"";1;0;0;26429;26429;1;1;0,897044003257512;"No Hacer Nada";"No Hacer Nada"
"12029";"0035B00000BGBcSQAX";"";"2017-11-30";"";1;0;0;77886;77886;1;1;0,897022806580468;"No Hacer Nada";"No Hacer Nada"
"16683";"0035B00000CQT1aQAH";"";"";"";1;0;0;14607;14607;1;1;0,89691607447118;"No Hacer Nada";"No Hacer Nada"
"17974";"0035B00000CU4JlQAL";"";"";"";1;0;0;19348;19348;1;1;0,896906123679415;"No Hacer Nada";"No Hacer Nada"
"12422";"0035B00000BYlwYQAT";"2010-05-10";"2017-12-05";"";1;0;0;31663;31663;1;1;0,896832332075309;"No Hacer Nada";"No Hacer Nada"
"13989";"0035B00000CLEfgQAH";"";"";"";1;0;0;23998;23998;1;1;0,896754449306934;"No Hacer Nada";"No Hacer Nada"
"356";"0035B00000AUr3PQAT";"2017-10-22";"2017-12-09";"2017-11-25";1;0;0;126137;69346;1;1;0,89671850016935;"No Hacer Nada";"No Hacer Nada"
"10501";"0035B00000BFvrOQAT";"2014-02-15";"2017-11-30";"";1;0;0;111475;111475;1;1;0,896402419988312;"No Hacer Nada";"No Hacer Nada"
"21768";"0035B00000CTuldQAD";"2017-11-13";"2017-12-25";"";1;0;0;52548;19114;1;1;0,896334200049524;"No Hacer Nada";"No Hacer Nada"
"16173";"0035B00000CLI0VQAX";"";"";"";1;0;0;14864;14864;1;1;0,896329421151897;"No Hacer Nada";"No Hacer Nada"
"13189";"0035B00000CQHlNQAX";"2014-10-13";"";"";1;0;0;19183;19183;1;1;0,896245698377101;"No Hacer Nada";"No Hacer Nada"
"4657";"0035B000007kV0jQAE";"2010-01-25";"";"";1;0;0;236998;236998;1;1;0,89606623167176;"Email";"SMS"
"4727";"0035B00000CIQjgQAH";"";"";"";1;0;0;12433;12433;1;1;0,896036389659754;"No Hacer Nada";"No Hacer Nada"
"11584";"0035B00000CTqW0QAL";"";"";"";1;0;0;7388;7388;1;1;0,896031101380021;"No Hacer Nada";"No Hacer Nada"
"17817";"0035B00000CIqwcQAD";"";"";"";1;0;0;27315;27315;1;1;0,895945024311041;"No Hacer Nada";"No Hacer Nada"
"8868";"0035B00000BAucDQAT";"2017-10-18";"2017-11-30";"2017-11-16";1;0;0;136547;69341;1;1;0,895942896648172;"No Hacer Nada";"No Hacer Nada"
"17739";"0035B00000CLQbnQAH";"";"";"";1;0;0;8540;8540;1;1;0,895916512471898;"No Hacer Nada";"No Hacer Nada"
"13488";"0035B00000AUyqoQAD";"2017-09-23";"2017-11-28";"";1;0;0;89757;89757;1;1;0,895877271982074;"No Hacer Nada";"No Hacer Nada"
"16855";"0035B00000BFwb5QAD";"2017-10-31";"2017-12-12";"2017-11-27";1;0;0;193309;88005;1;1;0,895873330547031;"No Hacer Nada";"No Hacer Nada"
"18842";"0035B00000CQEBAQA5";"2017-11-10";"2017-12-21";"";1;0;0;294430;42989;1;1;0,895862422811297;"No Hacer Nada";"No Hacer Nada"
"3761";"0035B000007kaDIQAY";"2010-11-29";"2017-12-11";"";1;0;0;57147;57147;1;1;0,895849243503583;"No Hacer Nada";"No Hacer Nada"
"934";"0035B00000CYLO6QAP";"";"";"";1;0;0;12655;12655;1;1;0,895804173912842;"No Hacer Nada";"No Hacer Nada"
"966";"0035B00000CYOEGQA5";"";"2017-11-27";"";1;0;0;30254;30254;1;1;0,89574787553391;"No Hacer Nada";"No Hacer Nada"
"21521";"0035B00000CTfjOQAT";"2008-08-01";"";"";1;0;0;12237;12237;1;1;0,895703586259567;"No Hacer Nada";"No Hacer Nada"
"9454";"0035B00000CYOmUQAX";"";"";"";1;0;0;11238;11238;1;1;0,895643577415035;"No Hacer Nada";"No Hacer Nada"
"9211";"0035B00000CToCgQAL";"";"";"";1;0;0;16034;16034;1;1;0,895604234412814;"No Hacer Nada";"No Hacer Nada"
"22152";"0035B00000CQEUhQAP";"";"";"";1;0;0;20694;20694;1;1;0,895598479312799;"No Hacer Nada";"No Hacer Nada"
"25762";"0035B00000BFzjVQAT";"2009-06-20";"2017-11-30";"";1;0;0;30639;30639;1;1;0,895526952012209;"No Hacer Nada";"No Hacer Nada"
"19729";"0035B000007kZozQAE";"2017-01-09";"";"";1;0;0;38287;38287;1;1;0,895453072236185;"No Hacer Nada";"No Hacer Nada"
"7599";"0035B00000CYLJ2QAP";"2015-03-10";"";"";1;0;0;13624;13624;1;1;0,895447448994081;"No Hacer Nada";"No Hacer Nada"
"13582";"0035B00000CQHucQAH";"2017-11-04";"";"";1;0;0;107945;31905;1;1;0,895422025193239;"No Hacer Nada";"No Hacer Nada"
"16457";"0035B00000CTgz2QAD";"2010-05-31";"";"";1;0;0;22117;22117;1;1;0,895374453067601;"No Hacer Nada";"No Hacer Nada"
"13429";"0035B00000CTnyRQAT";"";"";"";1;0;0;12314;12314;1;1;0,895309355753431;"No Hacer Nada";"No Hacer Nada"
"23942";"0035B00000CQSrfQAH";"";"";"";1;0;0;20629;20629;1;1;0,895272959463511;"No Hacer Nada";"No Hacer Nada"
"17431";"0035B00000BAyumQAD";"2017-09-22";"2017-11-09";"2017-10-25";2;1;0;797682;640288;2;1;0,895242512238972;"IVR";"Email"
"14553";"0035B00000BJHwzQAH";"2009-10-15";"";"";1;0;0;17152;17152;1;1;0,89516490477703;"No Hacer Nada";"No Hacer Nada"
"9797";"0035B00000CYL4tQAH";"";"";"";1;0;0;15321;15321;1;1;0,894917795644334;"No Hacer Nada";"No Hacer Nada"
"11847";"0035B00000CU7kdQAD";"";"";"";1;0;0;24695;24695;1;1;0,894843101330689;"No Hacer Nada";"No Hacer Nada"
"10617";"0035B00000CTo7pQAD";"";"";"";1;0;0;7376;7376;1;1;0,894669969429944;"No Hacer Nada";"No Hacer Nada"
"20598";"0035B00000BFwqXQAT";"";"2017-11-30";"";1;0;0;44822;44822;1;1;0,89466533787764;"No Hacer Nada";"No Hacer Nada"
"3123";"0035B00000CTqOAQA1";"";"";"";1;0;0;44512;44512;1;1;0,894661149674876;"No Hacer Nada";"No Hacer Nada"
"9470";"0035B00000CYP2kQAH";"";"";"";1;0;0;35223;35223;1;1;0,894626041549003;"No Hacer Nada";"No Hacer Nada"
"21617";"0035B00000AUmbKQAT";"2009-09-02";"2017-11-28";"";1;0;0;40771;40771;1;1;0,894623288460102;"No Hacer Nada";"No Hacer Nada"
"19266";"0035B00000BG28xQAD";"2009-09-23";"2017-11-30";"";1;0;0;35836;35836;1;1;0,894509978614847;"No Hacer Nada";"No Hacer Nada"
"7311";"0035B00000CQP3BQAX";"";"2017-12-15";"";1;0;0;59342;59342;1;1;0,894501032330656;"No Hacer Nada";"No Hacer Nada"
"2349";"0035B00000BAwuzQAD";"2017-10-17";"2017-12-09";"2017-11-24";1;0;0;388926;243978;1;1;0,89449785602236;"SMS";"No Hacer Nada"
"9494";"0035B00000BG6wZQAT";"";"2017-11-30";"";1;0;0;32707;32707;1;1;0,894427706301106;"No Hacer Nada";"No Hacer Nada"
"13337";"0035B00000BBJZ1QAP";"2017-10-23";"2017-12-07";"2017-11-20";1;0;0;267912;123572;1;1;0,894400251872524;"No Hacer Nada";"No Hacer Nada"
"24047";"0035B00000BGa90QAD";"";"2017-11-30";"";1;0;0;49502;49502;1;1;0,894393915019334;"No Hacer Nada";"No Hacer Nada"
"15191";"0035B00000CYOOhQAP";"2009-06-03";"";"";1;0;0;13192;13192;1;1;0,894113423191035;"No Hacer Nada";"No Hacer Nada"
"17587";"0035B00000Bruv8QAB";"";"";"";1;0;0;25110;25110;1;1;0,89404994175431;"No Hacer Nada";"No Hacer Nada"
"11365";"0035B00000BrrqAQAR";"";"";"";1;0;0;42551;42551;1;1;0,89388700100213;"No Hacer Nada";"No Hacer Nada"
"6214";"0035B00000CLQi6QAH";"";"";"";1;0;0;12112;12112;1;1;0,89387390698537;"No Hacer Nada";"No Hacer Nada"
"15573";"0035B00000CQT26QAH";"2017-10-18";"";"2017-10-30";1;1;0;80874;29669;1;1;0,893834705676961;"SMS";"No Hacer Nada"
"12127";"0035B000007kVYjQAM";"";"2017-11-21";"";2;0;0;62795;62795;2;1;0,893790171611739;"No Hacer Nada";"No Hacer Nada"
"862";"0035B00000CU5hTQAT";"";"";"";1;0;0;38735;38735;1;1;0,89364516859475;"No Hacer Nada";"No Hacer Nada"
"23377";"0035B00000CU3HWQA1";"";"";"";1;0;0;7598;7598;1;1;0,893575648978922;"No Hacer Nada";"No Hacer Nada"
"7612";"0035B00000CQQeKQAX";"";"2017-12-15";"";1;0;0;45929;45929;1;1;0,893572515578473;"No Hacer Nada";"No Hacer Nada"
"12828";"0035B00000CQAgeQAH";"2017-11-09";"";"";1;0;0;141100;22903;1;1;0,893554042466459;"No Hacer Nada";"No Hacer Nada"
"17786";"0035B00000CTlLfQAL";"";"";"";1;0;0;17229;17229;1;1;0,893538348650909;"No Hacer Nada";"No Hacer Nada"
"18247";"0035B00000BFyuUQAT";"2017-10-26";"2017-12-12";"2017-11-27";1;0;0;179815;70149;1;1;0,893480062004501;"No Hacer Nada";"No Hacer Nada"
"19690";"0035B00000CTuh3QAD";"";"";"";1;0;0;35064;35064;1;1;0,893435596171821;"No Hacer Nada";"No Hacer Nada"
"1288";"0035B00000BG3AzQAL";"";"2017-11-30";"";1;0;0;24093;24093;1;1;0,893357372152987;"No Hacer Nada";"No Hacer Nada"
"25748";"0035B00000BFwXkQAL";"2008-05-14";"2017-11-30";"";1;0;0;36898;36898;1;1;0,893347332827197;"No Hacer Nada";"No Hacer Nada"
"7200";"0035B00000BAz7NQAT";"2011-01-17";"2017-11-30";"";1;0;0;102241;102241;1;1;0,893311689175094;"No Hacer Nada";"No Hacer Nada"
"13605";"0035B00000CLBHOQA5";"2010-06-21";"";"";1;0;0;18275;18275;1;1;0,893309958627164;"No Hacer Nada";"No Hacer Nada"
"15478";"0035B00000CU7gmQAD";"";"";"";1;0;0;27909;27909;1;1;0,893277896959747;"No Hacer Nada";"No Hacer Nada"
"7867";"0035B00000CTngJQAT";"2014-12-02";"";"";1;0;0;22983;22983;1;1;0,893269299763317;"No Hacer Nada";"No Hacer Nada"
"3800";"0035B000007kVAuQAM";"2017-10-23";"2017-12-05";"2017-11-20";1;0;0;144267;67140;1;1;0,893252372650161;"No Hacer Nada";"No Hacer Nada"
"13639";"0035B00000CTpdLQAT";"2007-12-28";"";"";1;0;0;6148;6148;1;1;0,893200311722534;"No Hacer Nada";"No Hacer Nada"
"18645";"0035B00000CTsk9QAD";"";"";"";1;0;0;14133;14133;1;1;0,893175678138835;"No Hacer Nada";"No Hacer Nada"
"5727";"0035B00000BrpqtQAB";"2011-04-05";"";"";1;0;0;4938;4938;1;1;0,893094731723213;"No Hacer Nada";"No Hacer Nada"
"10375";"0035B00000CYPg2QAH";"2017-10-31";"";"";1;0;0;51840;51840;1;1;0,893029059694064;"No Hacer Nada";"No Hacer Nada"
"16269";"0035B00000BAvFYQA1";"2011-12-16";"2017-11-30";"";1;0;0;80013;80013;1;1;0,893024876103181;"No Hacer Nada";"No Hacer Nada"
"22701";"0035B00000BBRkRQAX";"2010-01-11";"2017-11-30";"";1;0;0;62000;62000;1;1;0,89297589372271;"No Hacer Nada";"No Hacer Nada"
"13288";"0035B00000BGTfVQAX";"";"2017-11-30";"";1;0;0;3166961;3166961;1;1;0,892937511776303;"Email";"SMS"
"15387";"0035B00000CQFcrQAH";"2017-10-31";"2017-12-15";"";1;0;0;62152;18739;1;1;0,892827051392525;"No Hacer Nada";"No Hacer Nada"
"13578";"0035B00000CTrYEQA1";"2017-10-10";"2017-11-24";"2017-11-10";2;1;0;142605;142605;2;1;0,892822548476467;"IVR";"SMS"
"9081";"0035B00000CU4aEQAT";"";"";"";1;0;0;20649;20649;1;1;0,892817198448793;"No Hacer Nada";"No Hacer Nada"
"20642";"0035B00000BBVFPQA5";"";"2017-11-30";"";1;0;0;96392;96392;1;1;0,892814665898304;"No Hacer Nada";"No Hacer Nada"
"24019";"0035B00000CLG1hQAH";"2010-04-26";"";"";1;0;0;19733;19733;1;1;0,892785926254629;"No Hacer Nada";"No Hacer Nada"
"17962";"0035B00000CLGWSQA5";"2011-03-28";"2017-12-14";"";1;0;0;77456;77456;1;1;0,892780058588853;"No Hacer Nada";"No Hacer Nada"
"8738";"0035B00000CTtiQQAT";"";"";"";1;0;0;33644;33644;1;1;0,892769845118988;"No Hacer Nada";"No Hacer Nada"
"19393";"0035B00000BBWiPQAX";"2014-04-11";"2017-11-30";"";1;0;0;81904;81904;1;1;0,892739489803319;"No Hacer Nada";"No Hacer Nada"
"994";"0035B000007kVG7QAM";"2008-02-04";"2017-12-14";"";1;0;0;41850;41850;1;1;0,892572652127646;"No Hacer Nada";"No Hacer Nada"
"9490";"0035B00000BAuoUQAT";"2007-07-20";"2017-11-30";"";1;0;0;266396;266396;1;1;0,892447273851499;"No Hacer Nada";"No Hacer Nada"
"14962";"0035B000004dh2LQAQ";"";"";"";1;0;0;82029;82029;1;1;0,892410329274669;"No Hacer Nada";"No Hacer Nada"
"2955";"0035B00000CTjoiQAD";"";"";"";1;0;0;12529;12529;1;1;0,892399720483742;"No Hacer Nada";"No Hacer Nada"
"15591";"0035B00000AUzmBQAT";"2010-04-15";"2017-11-28";"";1;0;0;45510;45510;1;1;0,892385426786693;"No Hacer Nada";"No Hacer Nada"
"16427";"0035B00000BFxszQAD";"";"2017-11-30";"";1;0;0;1513006;1513006;1;1;0,892360004011043;"No Hacer Nada";"No Hacer Nada"
"24632";"0035B000007kaEtQAI";"";"";"";1;0;0;8401;8401;1;1;0,89235728707827;"No Hacer Nada";"No Hacer Nada"
"2576";"0035B00000BGXVWQA5";"2017-10-21";"2017-12-04";"2017-11-20";1;0;0;117305;81248;1;1;0,892329903321543;"No Hacer Nada";"No Hacer Nada"
"858";"0035B00000CTyWCQA1";"";"";"";1;0;0;9393;9393;1;1;0,892283081512881;"No Hacer Nada";"No Hacer Nada"
"4853";"0035B00000CQ68JQAT";"2017-11-08";"";"";1;0;0;136097;21661;1;1;0,892139176079005;"No Hacer Nada";"No Hacer Nada"
"3341";"0035B00000BJHmDQAX";"";"2017-12-04";"";1;0;0;5074522;5074522;1;1;0,892039222422171;"Email";"No Hacer Nada"
"8072";"0035B00000CLFP5QAP";"";"";"";1;0;0;14222;14222;1;1;0,892024292205521;"No Hacer Nada";"No Hacer Nada"
"22844";"0035B00000BAvhsQAD";"";"2017-11-30";"";1;0;0;34733;34733;1;1;0,891933108697325;"No Hacer Nada";"No Hacer Nada"
"6225";"0035B000007kV6VQAU";"2017-10-18";"2017-12-05";"2017-11-20";1;0;0;184042;88805;1;1;0,891916351795803;"No Hacer Nada";"No Hacer Nada"
"9053";"0035B000007kYkMQAU";"2014-08-05";"";"";1;0;0;127845;127845;1;1;0,891865897421244;"SMS";"No Hacer Nada"
"8543";"0035B00000CQSDkQAP";"";"";"";1;0;0;24893;24893;1;1;0,891842445925511;"No Hacer Nada";"No Hacer Nada"
"17614";"0035B00000BrficQAB";"";"";"";1;0;0;10618;10618;1;1;0,891822858781649;"No Hacer Nada";"No Hacer Nada"
"19448";"0035B00000BAwz2QAD";"2017-10-20";"2017-11-30";"2017-11-16";1;0;0;122988;72810;1;1;0,891770899374254;"No Hacer Nada";"No Hacer Nada"
"131";"0035B00000BGUjQQAX";"2008-11-17";"2017-11-30";"";1;0;0;128052;128052;1;1;0,891648808321267;"No Hacer Nada";"No Hacer Nada"
"16682";"0035B00000CQPqjQAH";"2010-11-24";"2017-12-15";"";1;0;0;39850;39850;1;1;0,891547956032911;"No Hacer Nada";"No Hacer Nada"
"4198";"0035B00000BGWjfQAH";"";"2017-11-30";"";1;0;0;144931;144931;1;1;0,891534443241099;"No Hacer Nada";"No Hacer Nada"
"19783";"0035B00000BBIDRQA5";"";"2017-11-30";"";1;0;0;54387;54387;1;1;0,891520085815334;"No Hacer Nada";"No Hacer Nada"
"17437";"0035B000007kXX5QAM";"";"";"";1;0;0;52562;52562;1;1;0,891511048483369;"No Hacer Nada";"No Hacer Nada"
"17527";"0035B00000CU4UWQA1";"2017-10-11";"";"2017-11-03";1;1;0;211381;71127;1;1;0,891505938221453;"Email";"SMS"
"17802";"0035B00000CJ6KaQAL";"";"";"";1;0;0;2557;2557;1;1;0,891486033441182;"No Hacer Nada";"No Hacer Nada"
"17515";"0035B000007kYl0QAE";"";"";"";1;0;0;963855;963855;1;1;0,891401138258351;"Email";"No Hacer Nada"
"15814";"0035B00000CLGWqQAP";"";"";"";1;0;0;5437;5437;1;1;0,89117364725072;"No Hacer Nada";"No Hacer Nada"
"24947";"0035B00000BFwrZQAT";"";"2017-11-30";"";1;0;0;3371766;3371766;1;1;0,89116127706826;"Email";"No Hacer Nada"
"9424";"0035B00000CU7PEQA1";"";"";"";1;0;0;80333;80333;1;1;0,891111986662574;"No Hacer Nada";"No Hacer Nada"
"24614";"0035B00000CLGLQQA5";"";"";"";1;0;0;13154;13154;1;1;0,891071901568029;"No Hacer Nada";"No Hacer Nada"
"17362";"0035B00000CYSIBQA5";"2015-03-09";"";"";1;0;0;28792;28792;1;1;0,891066701828877;"No Hacer Nada";"No Hacer Nada"
"13577";"0035B00000CQR6QQAX";"2017-11-07";"2017-12-22";"";1;0;0;224863;46267;1;1;0,891052376947014;"No Hacer Nada";"No Hacer Nada"
"16297";"0035B00000CTpphQAD";"";"";"";1;0;0;18015;18015;1;1;0,891016493422412;"No Hacer Nada";"No Hacer Nada"
"6779";"0035B00000CIa9iQAD";"";"2017-11-16";"";2;0;0;813964;813964;2;1;0,890995710195622;"IVR";"SMS"
"812";"0035B00000CLFcrQAH";"";"";"";1;0;0;51740;51740;1;1;0,89092927523762;"No Hacer Nada";"No Hacer Nada"
"3782";"0035B00000BG5CeQAL";"2011-06-17";"2017-11-30";"";1;0;0;49479;49479;1;1;0,890840890202636;"No Hacer Nada";"No Hacer Nada"
"16154";"0035B00000CU6BnQAL";"";"";"";1;0;0;13435;13435;1;1;0,890829381996296;"No Hacer Nada";"No Hacer Nada"
"16123";"0035B00000BGTVSQA5";"";"2017-11-30";"";1;0;0;24869;24869;1;1;0,890825725545495;"No Hacer Nada";"No Hacer Nada"
"13911";"0035B00000BG4EBQA1";"2017-10-18";"2017-12-12";"2017-11-27";1;0;0;357871;251450;1;1;0,890795144831549;"Email";"SMS"
"18776";"0035B00000CTmm9QAD";"";"";"";1;0;0;11098;11098;1;1;0,890771278563707;"No Hacer Nada";"No Hacer Nada"
"22847";"0035B00000BBRh0QAH";"2017-10-19";"2017-12-11";"2017-11-27";1;0;0;110667;70239;1;1;0,890770338036498;"No Hacer Nada";"No Hacer Nada"
"1119";"0035B00000BBTOzQAP";"2009-10-26";"2017-11-30";"";1;0;0;1810298;1810298;1;1;0,890648720806239;"Email";"SMS"
"24057";"0035B00000CTrqLQAT";"2015-03-03";"";"";1;0;0;15357;15357;1;1;0,890510733581376;"No Hacer Nada";"No Hacer Nada"
"24939";"0035B00000CKzP2QAL";"";"";"";1;0;0;664345;664345;1;1;0,890490563154943;"Email";"No Hacer Nada"
"23945";"0035B00000CTntuQAD";"";"";"";1;0;0;13618;13618;1;1;0,890473651883767;"No Hacer Nada";"No Hacer Nada"
"13957";"0035B00000BBL61QAH";"2008-04-18";"2017-11-30";"";1;0;0;59054;59054;1;1;0,89043975071007;"No   Hacer Nada";"No Hacer Nada"
"19255";"0035B00000CL3vZQAT";"";"2017-12-14";"";1;0;0;1539901;1539901;1;1;0,89039897278793;"Email";"No Hacer Nada"
"14304";"0035B000007kWLPQA2";"";"";"";1;0;0;27354;27354;1;1;0,890395701073359;"No Hacer Nada";"No Hacer Nada"
"6124";"0035B00000CLHhtQAH";"2017-11-06";"2017-12-22";"";1;0;0;30272;17690;1;1;0,890353445341372;"No Hacer Nada";"No Hacer Nada"
"10768";"0035B00000CU5yLQAT";"";"";"";1;0;0;24681;24681;1;1;0,890272394194393;"No Hacer Nada";"No Hacer Nada"
